Start_push	End_push	Pushes_duration	X	Y	Z	80ArAr(ArAr80Di)	Myelope_276((2967))Y89(Y89Di)	Histone_126((2979))In113(In113Di)	SMA_174((2780))In115(In115Di)	131Xe(Xe131Di)	134Xe(Xe134Di)	136Ba(Ba136Di)	138La(La138Di)	CD16_1820((2945))Pr141(Pr141Di)	CD38_1719((2961))Nd142(Nd142Di)	HLA-DR_1849((2953))Nd143(Nd143Di)	CD27_2231((2946))Nd144(Nd144Di)	CD15_627((2954))Nd145(Nd145Di)	CD45RA_732((2955))Nd146(Nd146Di)	CD163_1863((2947))Sm147(Sm147Di)	Beta-2M_1855((2962))Nd148(Nd148Di)	CD20_36((2980))Sm149(Sm149Di)	CD68_77((2963))Nd150(Nd150Di)	Indolea_2281((2981))Eu151(Eu151Di)	CD3_1841((2941))Sm152(Sm152Di)	LAG-3_1817((2982))Eu153(Eu153Di)	CD11c_2406((2983))Sm154(Sm154Di)	CD279(P_1743((2762))Gd155(Gd155Di)	CD140b(_1938((2948))Gd156(Gd156Di)	CD7_2258((2956))Gd158(Gd158Di)	Granzym_2215((2819))Tb159(Tb159Di)	CD274(B_2298((2949))Gd160(Gd160Di)	TCF1TCF_2221((2984))Dy161(Dy161Di)	CD45RO_2014((2950))Dy162(Dy162Di)	FOXP3_115((2942))Dy163(Dy163Di)	CD278(I_1815((2951))Dy164(Dy164Di)	CD8a_1718((2957))Ho165(Ho165Di)	Carboni_2443((2985))Er166(Er166Di)	CD33_2237((2986))Er167(Er167Di)	Ki-67_142((2965))Er168(Er168Di)	VISTA_2024((2966))Tm169(Tm169Di)	CD40_2255((2821))Er170(Er170Di)	CD4_2293((2943))Yb171(Yb171Di)	CD14_2275((2958))Yb172(Yb172Di)	E-Cadhe_103((2959))Yb173(Yb173Di)	CD303_2313((2952))Yb174(Yb174Di)	CD206(M_324((2960))Lu175(Lu175Di)	cleaved_198((2944))Yb176(Yb176Di)	DNA1(Ir191Di)	DNA2(Ir193Di)	196Pt(Pt196Di)	206Pb(Pb206Di)
15218	15409	192	63	0	63	8811.323	0.000	37.649	1.524	86.717	32.497	38.256	3.985	0.000	1.944	3.454	0.000	2.083	2.000	3.000	2.096	1.224	3.770	5.209	3.827	0.000	8.834	1.765	5.514	1.000	4.411	4.129	9.564	17.242	3.184	1.107	0.000	0.000	5.264	22.670	1.000	1.000	4.715	5.523	64.404	5.969	1.000	0.000	305.994	547.632	16.027	1.434
15410	15601	192	64	0	64	8165.893	0.000	35.963	1.064	83.338	33.980	37.428	3.344	3.000	1.000	11.846	2.550	2.927	0.000	0.000	12.107	0.000	3.000	11.718	4.000	1.000	3.814	3.243	2.725	3.049	5.987	3.193	7.104	21.423	3.000	1.000	2.469	1.000	5.116	43.337	7.504	3.000	17.530	21.936	81.192	14.004	0.000	0.000	259.175	445.847	7.101	3.000
15602	15793	192	65	0	65	8653.163	1.000	28.587	4.558	85.568	36.645	36.375	4.718	4.646	0.000	34.785	0.000	2.958	1.000	3.406	16.183	0.000	6.469	3.000	3.467	0.000	10.375	1.000	2.000	4.719	3.025	4.677	4.326	21.224	2.390	1.000	0.000	1.473	3.230	32.191	3.966	11.003	11.795	63.778	145.475	9.536	2.139	2.513	203.640	287.006	7.154	2.577
15794	15985	192	66	0	66	8893.995	0.000	16.349	0.000	98.196	54.560	27.297	6.390	14.339	2.000	34.918	4.698	3.860	2.000	31.963	27.416	0.000	19.493	9.447	2.151	0.000	16.541	2.000	4.172	4.738	7.834	5.419	2.455	37.105	4.072	2.954	0.000	3.571	12.037	9.504	7.866	23.707	18.656	152.768	317.081	14.104	11.521	4.786	126.456	204.680	5.734	3.326
15986	16177	192	67	0	67	8610.115	2.512	18.406	0.000	83.607	43.696	37.945	3.000	12.693	1.666	42.362	0.000	11.243	1.060	34.586	27.418	1.000	71.907	10.133	2.000	1.000	15.522	3.000	4.514	22.284	10.633	7.064	4.654	22.876	4.585	2.000	1.665	6.497	22.007	4.151	13.317	8.682	24.205	158.467	221.606	12.268	2.875	2.000	54.568	93.609	2.000	2.434
16179	16370	192	68	0	68	8354.287	0.000	21.210	1.000	98.665	45.061	40.727	3.000	6.108	0.000	54.950	7.163	9.704	3.615	39.990	37.129	3.700	69.031	26.298	4.689	4.473	12.138	2.900	1.374	19.358	6.381	12.838	6.009	25.660	6.054	5.973	5.991	5.276	25.387	8.091	8.669	22.229	26.470	146.825	229.712	10.802	5.947	7.935	86.927	155.899	5.383	1.000
16371	16562	192	69	0	69	8427.770	0.000	16.064	3.150	85.719	42.081	33.230	4.207	20.633	3.301	51.156	4.713	5.663	2.524	41.115	29.686	1.000	58.612	13.663	11.939	1.110	16.553	2.179	1.214	6.558	8.175	7.516	6.619	56.991	3.722	6.722	4.416	3.814	21.728	8.570	8.581	28.226	31.749	173.792	253.428	17.971	4.340	3.345	98.100	197.122	5.700	0.000
16563	16754	192	70	0	70	9081.140	1.149	24.353	0.000	70.128	56.003	35.912	0.000	16.632	1.018	55.280	2.612	14.289	3.776	20.339	28.445	2.570	26.624	4.272	11.966	0.000	15.796	3.390	1.000	10.965	5.054	10.193	9.305	81.920	7.960	11.559	6.113	7.203	14.184	11.450	7.471	18.076	17.424	164.151	142.610	3.501	2.103	3.173	151.057	301.614	2.332	0.000
16755	16946	192	71	0	71	8711.438	1.000	28.754	2.000	89.127	36.628	37.659	5.443	3.847	3.974	31.217	10.480	20.387	1.000	9.249	25.548	5.790	6.462	0.000	14.122	1.634	8.802	2.052	1.000	26.704	18.702	9.193	2.651	46.661	14.396	9.123	3.143	15.158	11.199	11.984	6.604	11.193	16.576	94.898	127.842	16.605	4.443	0.000	273.445	472.073	2.017	5.039
16947	17138	192	72	0	72	7969.213	0.000	35.731	1.000	88.344	62.744	37.260	10.490	1.785	0.000	16.526	7.046	23.045	1.558	1.000	21.754	0.000	4.077	7.726	9.163	2.744	1.000	2.020	4.396	18.064	8.730	5.548	1.000	19.483	4.159	1.619	1.000	5.454	14.528	14.521	7.581	1.000	9.748	21.807	109.311	5.435	2.674	0.000	274.390	516.340	5.698	2.000
17140	17331	192	73	0	73	7783.107	0.000	23.498	1.926	66.881	32.953	39.069	4.596	0.000	1.000	3.423	2.000	38.686	7.394	1.562	12.805	2.036	2.000	9.456	6.448	3.205	1.000	2.000	2.715	4.728	12.685	2.935	2.390	6.515	5.697	4.368	3.000	13.842	11.463	21.053	6.306	1.000	11.927	28.379	151.818	9.704	5.543	1.039	303.377	518.271	3.139	1.538
17332	17523	192	74	0	74	8346.797	0.000	14.747	1.000	74.439	44.182	25.857	1.000	0.000	0.000	4.567	2.015	35.470	0.000	0.000	9.886	3.099	4.000	5.000	2.423	0.000	2.303	1.306	4.108	2.669	4.191	5.741	5.783	11.811	1.000	3.466	2.000	8.759	5.542	14.798	4.406	7.105	8.464	4.128	140.962	9.435	2.103	0.000	273.425	502.040	2.000	0.000
17524	17715	192	75	0	75	8491.638	1.000	14.406	0.000	78.169	43.182	28.310	1.222	0.000	3.080	16.433	3.000	18.465	0.000	2.406	15.716	0.000	4.361	3.893	9.022	0.000	2.352	1.000	1.405	2.477	10.012	3.193	7.492	19.710	1.072	2.303	1.698	6.141	10.183	13.792	5.428	9.078	13.027	20.932	185.632	7.969	1.000	1.407	285.324	444.607	7.227	3.000
17716	17907	192	76	0	76	7982.441	0.000	16.579	2.955	104.763	55.847	33.954	5.947	5.508	2.807	28.929	3.039	17.734	5.895	0.000	25.234	2.386	5.494	8.879	9.762	1.000	8.644	3.530	1.022	11.232	10.784	5.709	2.229	32.650	1.462	9.146	4.309	2.029	15.906	67.532	5.867	4.676	13.484	40.639	214.872	15.604	2.705	2.072	280.175	435.133	3.104	0.000
17908	18099	192	77	0	77	8569.132	0.000	18.750	0.000	94.455	45.220	37.613	4.512	17.986	0.000	39.991	1.395	2.181	6.051	6.218	19.874	2.036	9.060	7.070	9.414	1.395	11.091	1.052	4.450	7.906	3.000	13.838	4.746	35.099	5.949	6.178	1.000	3.963	11.378	159.516	13.151	6.337	17.907	70.034	129.316	12.070	4.543	0.000	183.090	271.645	1.718	2.111
18101	18292	192	78	0	78	8431.922	0.000	22.467	3.328	94.915	40.477	26.214	2.710	1.862	1.388	17.485	1.000	9.714	1.000	4.062	23.038	4.301	10.309	15.614	11.117	3.981	4.083	1.020	2.000	10.094	3.893	4.838	7.529	44.189	4.151	2.205	0.000	7.774	10.150	206.015	4.779	12.400	10.629	63.023	95.738	12.470	0.000	0.000	119.673	268.899	11.677	1.000
18293	18484	192	79	0	79	8634.785	0.000	24.125	1.000	93.555	27.955	24.761	8.123	2.262	0.000	12.000	1.000	0.000	6.422	4.000	20.469	7.144	8.816	7.449	4.131	1.776	2.765	1.147	1.831	7.654	11.522	2.000	9.758	18.363	5.242	1.000	1.469	8.115	6.298	176.095	1.055	2.685	16.239	17.932	85.426	9.870	0.000	1.608	112.841	184.728	3.000	3.473
18485	18676	192	80	0	80	7776.720	0.000	34.506	2.667	75.509	21.524	23.857	7.566	1.000	0.000	1.454	0.000	1.000	1.000	1.000	17.651	5.077	5.511	3.177	3.068	1.490	3.000	2.243	7.153	4.274	5.955	8.741	14.090	9.510	6.938	1.000	2.012	2.000	4.000	156.494	0.000	3.000	7.146	9.248	45.124	2.234	0.000	1.575	112.488	234.339	4.735	0.000
18677	18868	192	81	0	81	8073.389	0.000	17.291	3.000	78.129	43.598	27.004	3.000	2.000	0.000	3.000	2.209	2.000	5.643	2.000	11.396	3.009	11.813	2.600	7.662	0.000	2.320	1.446	5.098	3.835	5.609	6.097	9.208	15.427	1.000	0.000	3.534	1.000	6.493	85.824	4.406	5.610	4.722	15.247	72.874	4.302	4.376	0.000	136.911	237.081	3.560	0.000
18869	19060	192	82	0	82	8725.337	0.000	14.147	3.616	93.806	33.620	48.345	0.000	2.000	0.000	3.196	2.450	5.482	0.000	0.000	11.447	1.000	3.738	7.774	1.613	2.300	0.000	2.000	1.000	6.563	5.730	4.935	8.887	5.880	2.072	9.556	1.077	3.229	0.000	18.842	3.593	3.156	10.265	9.667	129.022	3.434	1.000	2.541	53.013	136.305	4.822	2.720
19062	19253	192	83	0	83	8291.350	0.000	7.745	1.000	80.869	33.975	19.905	4.107	1.000	0.000	4.165	4.062	4.611	2.000	3.249	17.123	6.355	11.925	8.575	6.681	2.093	2.000	1.414	5.000	6.049	10.636	9.838	5.878	9.769	7.628	6.038	4.428	4.389	3.952	22.840	10.768	4.295	11.576	18.936	198.458	11.070	2.504	0.000	79.005	154.392	5.419	0.645
19254	19445	192	84	0	84	8503.040	0.000	11.778	1.460	73.761	49.008	16.394	4.260	0.000	2.882	12.598	1.147	2.000	0.000	1.000	28.953	2.000	6.162	7.029	3.878	2.029	0.000	2.052	4.523	10.286	3.193	4.290	5.236	11.237	4.386	3.703	1.000	4.211	5.444	17.285	18.511	6.517	15.682	13.364	316.242	14.571	2.540	3.000	44.135	111.472	3.980	6.617
19446	19637	192	85	0	85	8271.669	0.000	7.004	1.000	89.566	49.097	27.680	5.481	3.954	3.591	19.238	3.000	1.088	0.000	2.187	13.145	1.287	11.397	6.913	4.080	0.000	1.000	1.000	2.000	10.484	12.195	1.000	7.307	18.752	7.595	2.000	2.175	4.843	7.739	30.963	11.745	2.586	16.556	38.772	306.825	23.140	2.270	5.379	37.321	53.396	2.087	0.000
19638	19829	192	86	0	86	8965.682	3.000	3.173	0.000	113.913	37.424	29.288	5.329	0.000	1.000	7.031	2.240	2.000	3.558	2.000	26.051	1.381	9.963	8.670	1.044	2.776	0.000	0.000	0.639	10.988	10.015	4.451	1.000	9.621	3.444	9.425	2.840	8.479	8.460	25.234	10.503	10.202	20.331	35.984	301.148	17.672	1.000	2.613	14.559	40.924	3.611	2.147
19830	20021	192	87	0	87	9469.532	0.000	1.000	0.000	110.522	68.253	36.127	8.261	3.893	1.000	6.402	1.000	4.772	3.213	1.000	25.859	1.000	14.835	6.786	4.151	2.315	5.927	1.115	3.546	14.464	9.495	2.968	10.148	10.427	10.064	3.000	3.481	0.000	9.544	11.477	8.152	10.499	29.451	35.627	343.959	28.811	2.000	1.771	10.998	23.753	8.837	2.000
20022	20213	192	88	0	88	7967.458	2.000	2.000	1.000	89.535	46.764	29.448	3.000	1.000	2.141	1.000	4.256	3.741	1.558	2.406	17.029	1.821	5.833	7.209	3.000	1.363	7.482	1.000	3.843	7.884	5.633	4.322	2.002	7.542	6.368	4.605	3.000	8.414	2.000	7.485	9.031	8.220	15.166	23.181	224.263	18.205	2.000	1.000	17.616	15.981	6.435	1.147
20215	20406	192	89	0	89	8094.986	1.122	0.000	0.000	80.730	32.227	15.991	1.000	0.000	1.265	6.887	4.527	5.228	1.000	1.843	16.890	3.512	5.416	10.658	12.054	1.000	2.780	3.275	2.278	8.388	8.888	4.645	1.000	4.005	9.895	3.238	0.000	1.669	9.544	7.156	12.536	6.451	15.113	23.392	259.033	13.470	2.206	0.000	16.373	27.689	3.701	1.756
20407	20598	192	90	0	90	8425.736	1.000	0.000	0.000	76.450	43.552	20.598	2.222	2.185	4.967	1.000	3.271	2.642	3.553	0.000	21.096	1.000	10.571	4.871	10.156	1.776	2.000	1.000	3.000	10.447	6.671	4.903	5.363	12.899	2.177	6.341	2.416	1.014	19.892	24.716	7.624	5.063	13.543	23.372	211.609	14.538	1.136	2.273	7.542	12.991	3.052	0.000
20599	20790	192	91	0	91	7828.395	0.000	1.000	0.000	64.771	29.423	26.321	3.573	2.877	3.000	11.444	1.395	1.523	2.000	1.000	12.235	2.000	4.847	10.216	2.423	2.000	1.000	1.000	1.000	10.612	8.151	1.129	5.494	6.153	2.105	2.628	0.000	11.330	4.821	15.152	2.000	3.652	8.265	24.343	230.794	15.906	0.000	4.350	8.270	17.319	5.174	4.287
20791	20982	192	92	0	92	8087.307	2.000	1.830	0.000	67.941	35.708	30.285	4.993	5.293	1.278	13.485	1.426	1.000	3.833	2.531	22.823	2.000	9.506	4.650	8.168	0.000	3.303	1.000	3.000	6.114	6.440	7.129	5.487	6.343	0.000	6.364	5.175	3.309	11.462	9.543	7.790	9.700	26.252	46.049	270.237	11.502	2.905	1.273	8.612	18.966	6.171	4.000
20983	21174	192	93	0	93	8431.992	0.000	0.000	0.000	92.895	37.678	35.511	5.619	6.601	0.000	59.342	2.116	0.000	5.309	12.591	30.706	1.000	5.847	7.784	4.562	1.000	6.213	1.115	4.150	6.205	6.668	11.031	6.626	7.385	4.047	5.140	2.436	10.442	14.596	3.926	11.897	11.598	24.391	61.989	448.965	34.078	0.000	1.000	9.681	9.966	2.595	0.000
21176	21367	192	94	0	94	8721.691	1.000	0.000	0.000	88.905	48.530	27.683	3.810	1.000	3.931	64.590	3.581	1.000	3.181	4.999	22.382	1.162	4.462	11.879	1.202	0.000	4.511	1.000	1.629	8.425	16.131	6.742	4.878	9.325	1.000	5.569	1.000	7.763	12.398	19.900	6.833	16.139	13.742	70.000	301.465	22.741	0.000	3.776	9.641	15.305	8.065	3.000
21368	21559	192	95	0	95	8901.314	3.202	2.115	0.000	95.924	38.449	34.342	2.474	12.171	3.049	77.054	3.000	17.149	3.340	8.030	23.449	1.036	13.789	14.548	1.645	3.000	14.223	2.530	3.523	3.183	21.376	3.290	2.910	15.696	2.007	10.337	0.000	4.865	20.696	14.686	10.767	22.683	20.318	125.852	428.120	19.306	1.000	3.173	14.563	10.279	9.275	3.434
21560	21751	192	96	0	96	7488.675	1.283	0.000	0.000	92.306	38.993	35.296	4.130	7.862	2.111	49.764	4.318	24.418	6.360	5.686	33.087	2.821	3.605	15.823	1.000	2.505	5.988	3.900	5.111	2.119	7.054	5.871	5.268	5.236	2.170	2.000	0.000	4.571	26.203	6.537	16.931	7.931	18.371	121.222	519.620	27.373	3.000	2.000	5.000	13.638	5.192	1.000
21752	21943	192	97	0	97	8364.328	0.000	0.000	0.000	74.569	36.260	38.000	0.000	2.077	5.566	8.217	0.000	11.978	2.122	3.500	23.975	1.099	4.266	10.534	2.234	1.000	1.240	1.000	5.728	2.284	7.534	5.548	4.455	11.727	4.332	3.000	7.125	1.000	12.512	3.433	9.306	8.625	12.874	37.072	330.721	17.871	2.003	1.000	10.415	11.015	6.872	7.437
21944	22135	192	98	0	98	8474.582	1.000	1.000	0.000	94.885	44.567	37.246	1.008	0.000	4.406	6.248	8.000	16.144	3.683	0.000	20.127	0.000	7.290	8.910	0.000	2.000	3.271	3.593	3.907	12.593	7.384	3.580	4.162	7.158	2.000	2.596	1.000	5.287	7.166	14.094	6.483	4.180	11.821	48.983	369.715	15.438	0.000	0.000	4.693	13.369	3.000	2.075
22137	22328	192	99	0	99	8519.155	0.000	0.000	0.000	85.519	49.746	33.860	0.000	3.262	2.000	15.825	0.000	3.000	2.028	4.155	20.188	1.000	6.445	10.849	5.353	3.125	3.049	2.900	1.000	11.672	5.510	6.323	1.000	4.000	7.588	7.080	1.000	8.268	5.624	6.597	8.328	6.195	8.775	35.254	298.827	21.974	1.000	4.000	7.121	13.175	2.560	3.147
22329	22520	192	100	0	100	7880.349	3.015	1.000	0.000	99.421	37.278	31.628	2.191	0.000	1.524	11.526	8.333	9.709	2.000	1.000	10.268	1.068	10.673	14.697	5.662	1.000	7.372	3.218	1.789	9.533	10.663	8.613	4.972	8.727	5.678	8.406	4.534	1.440	1.476	3.578	7.383	9.268	12.027	40.676	341.340	17.273	2.000	7.417	21.742	31.147	1.367	1.000
22521	22712	192	101	0	101	8385.000	0.240	4.229	0.000	92.936	50.845	41.455	2.352	1.000	1.913	7.670	0.000	8.906	2.249	2.468	24.655	1.000	6.871	9.646	3.000	0.000	4.338	2.000	3.853	19.321	7.346	8.064	9.113	4.000	5.762	4.289	3.469	7.974	7.839	94.970	6.329	12.661	17.033	26.516	438.793	9.603	3.000	8.840	42.586	71.210	2.209	3.115
22713	22904	192	102	0	102	8785.991	0.000	9.118	2.000	72.578	34.907	21.203	1.191	1.385	0.000	5.144	0.000	17.543	5.550	1.406	17.590	1.915	8.917	10.879	4.479	1.000	4.479	0.000	1.000	9.153	2.000	15.354	4.587	8.519	1.000	4.280	1.045	9.657	12.280	244.064	2.055	13.325	21.391	29.574	277.180	10.036	2.000	2.000	94.042	205.685	4.857	4.943
22905	23096	192	103	0	103	8522.439	0.000	26.642	1.000	92.874	47.794	31.478	6.871	0.000	1.697	6.877	3.388	9.559	1.153	3.375	16.027	6.028	7.988	10.701	1.107	1.015	3.303	2.880	3.683	7.906	7.500	5.742	6.783	15.839	1.527	5.224	1.000	7.381	14.743	349.098	4.637	5.535	22.258	14.754	186.667	10.638	4.872	0.000	166.104	277.388	5.980	4.441
23098	23289	192	104	0	104	8079.760	0.000	41.078	2.000	89.617	40.618	40.081	4.443	1.000	0.000	3.639	4.395	21.304	2.026	0.000	18.870	0.000	9.201	5.607	3.056	2.205	1.000	3.900	2.661	3.000	6.473	2.903	12.305	18.603	5.491	2.638	1.000	5.941	6.855	355.153	1.527	6.024	10.556	18.185	167.190	14.438	1.000	1.000	228.800	410.644	4.262	1.000
23290	23481	192	105	0	105	8361.583	0.000	56.375	2.000	78.409	37.900	24.756	8.031	1.693	0.000	3.536	1.000	22.687	2.000	1.000	13.360	0.000	2.000	7.670	4.353	1.332	1.000	2.000	4.418	0.000	12.822	2.129	10.016	19.895	2.754	4.094	3.101	8.974	19.021	328.579	5.087	9.913	16.629	16.086	117.963	14.237	4.000	4.283	260.075	478.680	4.296	6.470
23482	23673	192	106	0	106	8634.888	0.000	33.641	1.466	94.604	51.651	13.168	3.420	3.400	0.000	12.103	1.178	27.817	7.737	3.780	13.306	4.427	9.680	7.638	6.258	0.000	4.211	1.000	1.246	1.000	1.705	2.322	12.310	11.876	0.000	0.000	5.538	1.571	9.542	309.323	5.241	4.105	5.636	16.696	171.268	15.937	2.000	0.000	183.170	391.772	4.945	4.118
23674	23865	192	107	0	107	8456.659	1.000	51.341	5.000	82.749	38.524	37.591	3.168	0.000	1.000	2.000	2.139	15.589	2.527	0.000	9.047	1.224	3.000	4.430	2.625	1.000	4.162	2.740	5.855	3.000	2.641	4.161	11.467	21.862	1.000	1.000	1.208	5.141	13.544	230.795	1.000	4.577	7.530	20.944	117.916	10.802	1.000	1.000	197.671	338.871	7.610	1.000
23866	24057	192	108	0	108	7869.586	0.000	39.364	4.507	99.084	30.416	32.754	3.466	0.000	3.777	0.000	0.000	14.543	1.000	0.000	7.948	2.000	1.416	6.765	1.000	1.000	2.000	2.000	2.000	1.541	4.510	1.097	5.940	17.043	3.300	2.000	1.816	6.614	14.529	387.569	4.614	4.262	5.709	11.202	117.030	14.838	3.000	3.953	254.124	393.567	4.418	3.903
24058	24249	192	109	0	109	8714.991	0.000	48.113	6.000	102.343	53.719	24.913	3.588	0.000	0.000	8.145	3.000	21.833	2.683	2.218	6.134	0.000	0.000	10.080	2.372	1.649	0.000	3.147	2.022	5.252	6.569	5.967	7.363	21.400	4.801	4.973	2.481	6.730	14.971	411.379	6.790	1.222	4.589	4.929	88.583	7.669	1.000	1.000	220.780	446.075	9.328	2.000
24251	24442	192	110	0	110	8860.384	0.000	44.139	6.012	85.637	44.318	29.139	1.588	0.000	0.000	9.268	4.612	23.962	4.366	1.000	14.619	2.754	3.039	11.141	3.942	5.154	1.000	2.625	2.118	12.170	4.158	1.000	14.187	15.107	4.956	4.582	3.264	0.000	4.590	369.884	6.592	5.096	5.669	10.596	104.668	14.070	0.000	4.312	235.463	395.121	5.788	1.000
24443	24634	192	111	0	111	8659.542	0.000	21.125	3.064	94.137	56.903	39.444	0.000	2.446	1.000	25.609	1.651	4.715	4.833	2.437	7.295	1.068	5.448	4.420	7.282	3.681	2.000	1.000	2.278	11.185	5.733	4.193	10.700	12.746	1.000	1.661	2.110	7.043	10.018	221.518	6.032	7.136	10.715	25.080	164.133	12.571	0.000	1.273	143.254	261.710	7.891	1.720
24635	24826	192	112	0	112	8486.146	2.084	24.212	3.622	107.254	34.119	34.901	3.138	2.000	1.327	29.527	3.705	11.144	4.340	2.000	14.772	1.000	12.191	9.930	4.518	3.903	10.673	1.000	9.452	5.082	7.275	3.935	4.751	18.413	1.040	5.527	0.000	9.479	12.019	107.307	8.592	10.021	18.232	32.785	238.759	22.307	2.103	1.139	120.509	223.502	0.982	1.000
24827	25018	192	113	0	113	8462.225	0.000	17.063	1.000	89.657	54.205	21.145	2.435	12.139	1.000	73.106	5.240	4.088	7.136	8.530	30.888	0.000	15.426	10.083	7.784	4.000	7.372	7.557	1.054	18.830	9.403	3.129	5.067	38.415	2.527	26.010	2.045	6.567	5.082	88.983	9.845	7.568	28.616	44.784	182.501	10.903	3.042	1.000	108.010	164.268	4.000	1.900
25019	25210	192	114	0	114	8760.298	1.000	12.492	1.955	83.968	33.562	31.280	1.252	4.939	3.622	38.187	5.450	4.057	4.000	7.530	22.530	0.000	13.687	14.049	5.657	3.871	5.528	1.434	5.354	37.040	9.435	2.387	8.407	65.737	7.437	42.167	0.000	1.000	10.773	31.486	8.779	5.775	32.258	51.003	129.304	5.467	7.986	5.982	69.564	129.717	1.000	2.000
25212	25403	192	115	0	115	8256.710	0.000	14.005	0.000	66.292	38.696	40.909	4.565	2.046	2.345	40.176	15.178	3.000	3.958	0.000	20.087	2.000	3.392	11.342	14.093	5.012	4.783	3.593	7.462	60.556	4.797	4.903	9.307	70.247	4.559	101.810	3.579	6.385	2.886	22.146	3.702	10.871	40.192	45.232	79.663	11.803	1.000	1.000	56.422	91.913	4.962	1.000
25404	25595	192	116	0	116	8123.424	0.000	5.000	0.000	70.410	44.625	28.230	1.000	5.831	2.000	82.168	8.953	4.015	10.417	7.529	14.651	1.099	15.733	9.932	13.477	2.554	5.991	5.760	8.153	66.349	13.232	15.644	3.908	56.482	3.281	62.586	2.000	4.389	19.432	3.249	2.944	3.634	29.172	74.137	31.998	6.802	8.145	0.000	36.081	104.262	3.087	0.000
25596	25787	192	117	0	117	8186.541	1.202	4.659	0.000	86.446	31.990	23.772	1.000	9.816	6.276	87.457	11.519	2.000	4.085	3.719	16.682	0.000	14.733	6.837	2.550	2.000	6.563	1.000	2.000	26.971	11.596	6.193	11.307	22.849	11.960	19.808	1.000	6.152	7.100	10.759	8.361	6.742	32.219	62.782	30.678	8.570	2.340	0.000	29.452	74.170	4.279	1.000
25788	25979	192	118	0	118	8845.154	1.000	3.173	0.000	98.565	46.444	33.241	3.474	4.985	2.172	47.166	5.248	4.150	3.584	1.187	14.396	2.193	15.433	8.216	1.961	2.000	0.000	1.402	3.555	5.953	15.933	6.999	2.069	15.302	3.455	5.462	4.155	3.000	13.627	3.000	2.000	4.262	23.874	45.493	14.253	16.772	6.484	0.000	20.037	77.718	2.174	4.075
25980	26171	192	119	0	119	8942.291	2.630	3.029	0.000	65.949	33.257	32.271	1.496	3.046	0.000	12.516	0.000	2.798	1.247	0.000	16.270	2.915	7.431	4.515	2.961	0.000	2.748	1.306	2.629	8.672	10.621	0.000	5.885	6.278	7.198	5.559	2.143	5.450	20.613	5.992	8.239	4.255	15.788	12.194	98.525	15.437	0.000	0.000	18.378	42.143	3.349	2.000
26173	26364	192	120	0	120	7942.868	1.000	2.000	0.000	99.184	37.489	29.918	6.123	0.000	2.000	11.268	3.388	3.518	1.000	2.312	8.980	0.000	10.382	11.354	4.752	0.000	5.162	1.000	2.108	2.000	1.000	1.000	3.328	9.218	1.235	1.921	2.012	1.000	7.870	0.000	9.228	3.850	16.715	6.290	66.166	6.368	1.000	0.000	34.930	53.914	4.506	2.362
26365	26556	192	121	0	121	7869.055	1.000	10.946	0.000	81.328	39.336	34.293	3.313	1.000	0.000	1.175	3.395	2.000	5.454	2.000	13.483	1.000	3.455	12.330	1.392	2.695	1.000	2.000	5.098	12.432	4.158	2.000	3.166	9.510	4.678	2.921	3.155	8.548	5.000	2.000	2.000	2.784	13.411	13.891	74.326	10.671	1.000	0.000	75.101	117.208	10.049	1.000
26557	26748	192	122	0	122	8560.206	0.000	13.089	1.000	75.999	25.978	28.561	5.589	2.723	0.000	5.021	2.000	11.295	0.000	0.000	13.519	3.014	14.806	6.976	2.000	3.554	4.083	1.147	1.000	9.291	10.309	0.000	5.522	9.579	3.372	2.205	2.175	3.356	7.871	2.795	2.076	1.000	6.106	9.328	31.159	5.834	0.000	1.977	85.762	185.185	1.052	2.007
26749	26940	192	123	0	123	8360.075	1.000	12.919	2.000	81.497	39.887	20.093	3.000	0.000	0.000	10.969	1.000	2.337	0.000	0.000	9.199	9.509	4.801	7.541	5.650	3.093	1.000	0.000	3.035	4.536	5.733	7.032	6.298	5.681	7.003	5.397	5.428	5.000	18.203	1.493	4.670	2.883	7.815	7.755	158.880	7.803	1.000	3.340	109.298	172.497	6.244	0.000
26941	27132	192	124	0	124	8325.346	0.000	7.289	3.696	91.576	47.313	42.044	3.069	6.416	1.728	23.795	1.000	9.440	3.371	2.843	16.767	4.108	7.540	9.141	3.550	1.000	1.000	1.000	4.629	5.183	6.631	6.774	9.176	16.978	5.527	3.540	3.991	3.880	8.887	3.447	6.306	6.237	5.623	16.521	211.983	7.101	1.738	2.441	89.409	184.946	5.297	3.000
27134	27325	192	125	0	125	8359.151	1.000	8.631	0.000	84.918	40.003	30.172	2.374	3.000	0.000	20.650	9.504	8.010	6.238	4.218	14.807	1.538	15.237	8.017	1.297	5.773	3.049	4.243	2.747	11.319	8.245	9.709	6.979	13.349	5.834	3.759	1.000	3.094	8.986	1.000	12.173	6.946	11.629	28.006	148.968	10.636	1.203	2.000	85.974	154.556	2.297	3.645
