Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples
368,966075,975320,91541,0,257596728134,31533352616,18919625045,18656921759,250755761000
369,968527,979284,91797,0,258292561234,31618678260,18970819458,18739188938,251873989301
370,970945,982897,91992,0,258976451991,31702403520,19021053643,18809270314,252801273260
371,973374,984883,92103,0,259670241035,31787459194,19072086072,18847581111,253316214637
372,975764,986945,92224,0,260350849587,31871283708,19122379825,18887622094,253849389572
373,978178,992488,92609,0,261045337624,31956405178,19173451769,18996407578,255306083078
374,980578,996148,92834,0,261734575308,32040868384,19224128733,19068080492,256270158656
375,983000,996272,92835,0,262423817942,32125552633,19274938337,19069835248,256294052740
376,985388,996415,92842,0,263097847466,32208456029,19324679424,19072338477,256328203989
377,987779,998490,92948,0,263788430435,32293048067,19375433676,19112207597,256851320572
378,990069,1000393,93030,0,264491993305,32379138534,19427087030,19149772584,257350935833
379,991937,1006595,93444,0,265205068251,32462531931,19477122323,19278354202,259116344164
380,991937,1016924,94284,0,265205068251,32462531931,19477122323,19475073341,261794085018
381,994134,1027977,94989,0,265416655858,32482601436,19489163144,19689785599,264681748658
382,997814,1030616,98537,0,265810246196,32519483475,19511290905,19744618478,265590484544
383,1000866,1031042,101873,0,266080563738,32546671115,19527602246,19761623744,265986659568
384,1003492,1031204,101888,0,266661685785,32618633777,19570778804,19763909700,266019067372
385,1006225,1031382,101901,0,267378848849,32706932123,19623756741,19767469386,266068415241
386,1008916,1031521,101918,0,268081624448,32793315137,19675585470,19770317724,266106962318
387,1011668,1031757,101949,0,268773979361,32878662405,19726792711,19774352483,266162452911
388,1014385,1031932,101983,0,269475316775,32964870573,19778516519,19777507724,266205479144
389,1017029,1032120,102005,0,270190957294,33052730713,19831231549,19780712036,266250180719
390,1019725,1032307,102044,0,270889258875,33138599097,19882751521,19783977535,266295169355
391,1022370,1034625,102213,0,271575587085,33222743104,19933236858,19827325905,266873755372
392,1025022,1036771,102333,0,272282821425,33309668201,19985390863,19867603175,267405501650
393,1027730,1036956,102354,0,272995996481,33397401967,20038030047,19871176264,267456627254
394,1030390,1039050,102477,0,273697803464,33483794696,20089864601,19911012367,267982437948
395,1033012,1041220,102608,0,274389757351,33568891377,20140921560,19951643366,268523588027
396,1035631,1043164,102749,0,275078081185,33653427228,20191642014,19986859780,268992885129
397,1038343,1043370,102763,0,275790034504,33740625747,20243960004,19990265569,269039627196
398,1041025,1047186,102998,0,276468613716,33824301621,20294164450,20064023583,270018247784
399,1043680,1051418,103257,0,277160542634,33909289442,20345156072,20143348627,271084514035
400,1046367,1052039,103288,0,277881801740,33997822339,20398274727,20160372165,271322213971
401,1048919,1057630,103605,0,278551172056,34080056874,20447614429,20257749615,272598977370
402,1051688,1059703,103733,0,279268128192,34168143624,20500465410,20296215361,273114403167
403,1054385,1059884,103745,0,279946476285,34251644722,20550565009,20299152399,273154732985
404,1057036,1064075,103940,0,280648341061,34337769528,20602238856,20375641078,274163989112
405,1059696,1066488,104075,0,281330193697,34421663604,20652574252,20422620330,274804619330
406,1062283,1068728,104199,0,282031454821,34507563047,20704112875,20464581536,275364350609
407,1064842,1071138,104340,0,282710435063,34591001666,20754174998,20511968657,276010826146
408,1067483,1075121,104593,0,283400291773,34675832077,20805072184,20581008949,276918944959
409,1070063,1077265,104725,0,284098040476,34761484466,20856462589,20620340262,277448979033
410,1072677,1079392,104835,0,284786631494,34846289411,20907344498,20660262120,277980515905
411,1075233,1084274,105149,0,285486767261,34931905664,20958713244,20761876487,279391517901
412,1077812,1092460,105957,0,286185689988,35017581350,21010117624,20901639264,281250872188
413,1080300,1096544,106200,0,286857561238,35099954659,21059540621,20977513948,282257228833
414,1082808,1098646,106313,0,287553330784,35185502277,21110868207,21016625548,282768832927
415,1085328,1099054,106333,0,288233961123,35269101111,21161026499,21027043309,282920449853
416,1087821,1099217,106342,0,288915092960,35352758889,21211220162,21030151854,282963624420
417,1090345,1106180,106743,0,289591121236,35435734627,21261004596,21168631140,284814168669
418,1092810,1108319,106895,0,290275471811,35519693238,21311378751,21212445994,285427966972
419,1095307,1111253,107079,0,290982349850,35606312911,21363349565,21260231467,286052844700
420,1097793,1113360,107178,0,291662638566,35689520875,21413273348,21298757644,286565508294
421,1100331,1113560,107191,0,292359541117,35774703014,21464381632,21302549857,286617398554
422,1102826,1115564,107326,0,293047192302,35859022321,21514972229,21341011913,287131946905
423,1105361,1121075,107631,0,293738678134,35943887874,21565890549,21445689725,288531796304
424,1107816,1121523,107652,0,294403421809,36025460981,21614833412,21457215650,288702012404
425,1110280,1123353,107750,0,295078603057,36108021997,21664369038,21487841890,289098321865
426,1112758,1129005,108071,0,295784764540,36194443688,21716221050,21595524306,290540355346
427,1115229,1131122,108186,0,296434496656,36274154401,21764046478,21634263544,291061215609
428,1117802,1133125,108297,0,297140199582,36360591047,21815907445,21672177568,291570967080
429,1120287,1135038,108397,0,297806375229,36442331294,21864950600,21707142170,292039873974
430,1122711,1136990,108508,0,298478332024,36524817620,21914441408,21743355398,292525909538
431,1125132,1138944,108630,0,299162603401,36608751572,21964800805,21780828629,293026801283
432,1127613,1140881,108751,0,299839608645,36691839405,22014652517,21816744050,293506064798
433,1130135,1141141,108764,0,300542796347,36777843997,22066254253,21821107282,293565528904
434,1132633,1141507,108789,0,301220238236,36860818327,22116037844,21830881509,293715942060
435,1135103,1145516,108991,0,301885285450,36942424637,22165000629,21905929845,294716828164
436,1137610,1145747,109005,0,302571947285,37026646800,22215532942,21909898354,294769913849
437,1140087,1151752,109334,0,303262965931,37111210143,22266269928,22031051986,296400976096
438,1142626,1156629,109624,0,303967925007,37197567289,22318083228,22116752773,297552918873
439,1145005,1156748,109633,0,304636819015,37279545744,22367269374,22118567243,297577288404
440,1147443,1164496,110091,0,305321964430,37363546792,22417669020,22268036850,299578855795
441,1149882,1164593,110098,0,305992048476,37445601989,22466901182,22269332834,299596334969
442,1152270,1166693,110204,0,306641031304,37525153579,22514631161,22307778895,300108895321
443,1154733,1169156,110334,0,307338898975,37610768549,22565999165,22358528540,300808803506
444,1157092,1172513,110532,0,307999009239,37691735916,22614578627,22418037888,301600872871
445,1159520,1174424,110654,0,308682175817,37775441551,22664801037,22454377747,302088086499
446,1161903,1174609,110665,0,309352930865,37857531542,22714054077,22457451514,302130599448
447,1164372,1176560,110763,0,310033822841,37940951205,22764104869,22494501002,302624176198
448,1166798,1182393,111088,0,310704009991,38023128110,22813410030,22610000293,304184167908
449,1169264,1185895,111262,0,311384096271,38106690965,22863546793,22677201562,305095891169
450,1171748,1187790,111360,0,312060893763,38189718558,22913362340,22713423614,305583838766
451,1174208,1193284,111658,0,312731895983,38272099022,22962789659,22817558024,306973412512
452,1176652,1195065,111769,0,313412026965,38355410972,23012775849,22851982036,307433539054
453,1178970,1197151,111868,0,314083104159,38437686505,23062140245,22891727416,307965875714
454,1181406,1199472,111979,0,314777168063,38522776536,23113193297,22937106448,308577560991
455,1183851,1203134,112153,0,315468761755,38607432316,23163985794,23005518597,309486503582
456,1186292,1205436,112284,0,316140344126,38689735381,23213366647,23054257743,310162527206
457,1188709,1209014,112472,0,316826188967,38773750589,23263774793,23116763083,311000067876
458,1191104,1211094,112598,0,317502252296,38856686481,23313535377,23156414137,311532200010
459,1193512,1215092,112818,0,318175174912,38939031958,23362941716,23234127619,312571141320
460,1195868,1217040,112916,0,318840663986,39020321886,23411714729,23271113541,313064756859
461,1198224,1218925,113041,0,319511830449,39102657568,23461115187,23307614961,313553465598
462,1200585,1219100,113060,0,320181244629,39184835013,23510420716,23310611472,313594274214
463,1203066,1220945,113170,0,320874056383,39269809093,23561404206,23346691375,314078594776
464,1205470,1221117,113178,0,321558468905,39353669363,23611719416,23350132214,314125435380
465,1207892,1223034,113294,0,322224166063,39435228778,23660654112,23387088077,314626814350
466,1210239,1227049,113516,0,322894370987,39517129497,23709793594,23465435169,315678613758
467,1212631,1228974,113642,0,323552338109,39597801157,23758195638,23501909901,316166086361
468,1214971,1231084,113774,0,324227301090,39680154200,23807606554,23544776338,316767533789
469,1218542,1233370,113901,0,325142464335,39791840234,23874616713,23595017115,317453573215
470,1220911,1246886,114698,0,325633705543,39852132730,23910791277,23859541244,320999103360
471,1223184,1251110,114974,0,326263969454,39929298736,23957089967,23933387649,321997206780
472,1225486,1251239,114980,0,326921546042,40010001888,24005510918,23935199888,322021431718
473,1227681,1255302,115222,0,327598375575,40092755115,24055161973,24014861824,323097929179
474,1229446,1258860,115448,0,328281618785,40172508929,24103013562,24087095691,324085113030
475,1229446,1270319,116312,0,328281618785,40172508929,24103013562,24284647643,326808628303
476,1231511,1276072,116628,0,328482962071,40191693267,24114523336,24386633130,328206217312
477,1235035,1276663,119999,0,328858206862,40226857934,24135620723,24404542458,328623765139
478,1237904,1277100,123021,0,329109641044,40252138082,24150787682,24420569687,328992071716
479,1240490,1277298,123035,0,329674379374,40322152546,24192795333,24423563440,329033831630
480,1243066,1277465,123045,0,330348456755,40405129848,24242580695,24426634891,329076369086
481,1245657,1277682,123050,0,331021553033,40487767664,24292162353,24430551823,329130578184
482,1248342,1277888,123058,0,331716736676,40573139939,24343384661,24434393272,329182816753
483,1251023,1279634,123189,0,332412477155,40658444977,24394566612,24467281707,329624733350
484,1253700,1279826,123198,0,333104285370,40743356067,24445512199,24470990083,329675047594
485,1256306,1280030,123203,0,333781239080,40826555570,24495430836,24475005984,329730825939
486,1259024,1282099,123333,0,334465685837,40910605051,24545859443,24513847933,330254204098
487,1261802,1282486,123359,0,335156236700,40995795721,24596972744,24523113942,330395998057
488,1264380,1286505,123595,0,335816064962,41076973365,24645678290,24596875119,331370979721
489,1267066,1288441,123689,0,336510777606,41162170977,24696795783,24632665912,331847039926
490,1269706,1290565,123807,0,337182430583,41244773137,24746356015,24672620778,332387369885
491,1272339,1292802,123941,0,337871984891,41329392604,24797126642,24713248388,332927241243
492,1274913,1295007,124058,0,338534202543,41411025168,24846105150,24752706560,333448791580
493,1277592,1296471,124135,0,339214415062,41494132622,24895968545,24786898802,333915227933
494,1280262,1300935,124390,0,339906856323,41579115541,24946957239,24862216325,334910997838
495,1282968,1303025,124513,0,340597883933,41663956527,24997860742,24900207133,335417068838
496,1285607,1308182,124796,0,341262400453,41745372528,25046709285,25004037109,336805447350
497,1288260,1310935,124984,0,341935518665,41828110937,25096351272,25045252662,337352366691
498,1290871,1311237,124999,0,342615673885,41911497003,25146381865,25053584222,337480584267
499,1293550,1313306,125084,0,343302932418,41995616926,25196852759,25090390868,337969024501
500,1296164,1318163,125779,0,343973796701,42078012772,25246289216,25180738861,339219001322
501,1298790,1324027,126080,0,344634258016,42159163619,25294978686,25284250285,340593264107
502,1301422,1324167,126084,0,345323368608,42243913365,25345827466,25286657608,340627495864
503,1304075,1326542,126200,0,346008355222,42327909851,25396224313,25331945805,341243987260
504,1306703,1329747,126376,0,346672605597,42409590232,25445231516,25398862318,342142519746
505,1309199,1334869,126652,0,347350393939,42492795606,25495153762,25481195141,343248145791
506,1311829,1335004,126657,0,348020163154,42575092001,25544530546,25483658496,343283139656
507,1314556,1337185,126776,0,348693685113,42657867940,25594195037,25522561938,343802737469
508,1317242,1337344,126780,0,349363761269,42740338159,25643676111,25525232581,343837673374
509,1319888,1337509,126787,0,350036732890,42822943998,25693238550,25528041464,343875577885
510,1322550,1339625,126907,0,350712751149,42905945924,25743038634,25566352528,344386896079
511,1325145,1345568,127205,0,351397055104,42989845424,25793377313,25675370255,345837268801
512,1327749,1349797,127446,0,352069890889,43072695120,25843086089,25751797714,346855498679
513,1330348,1356142,127786,0,352728562920,43153574645,25891612765,25865346203,348363646629
514,1332953,1358117,127885,0,353413667957,43237810738,25942153378,25900961008,348844899800
515,1335507,1362283,128118,0,354077721021,43319366603,25991085866,25974776894,349823192819
516,1337970,1364561,128268,0,354747727351,43401645275,26040452082,26015075295,350362301812
517,1340496,1368676,128466,0,355437331835,43485808761,26090949164,26090234113,351354002225
